country_name,vaccine_name,avg_coverage,total_incidence,coverage_to_incidence_ratio
Curaçao,"Rubella-containing vaccine, 1st dose",86.33333333333333,234.0,0.36894586894586895
Kosovo (in accordance with UN Security Council resolution 1244 (1999)),"Diphtheria-containing vaccine, 4th dose (1st booster)",84.40142857142857,229.60000000000002,0.36760204081632647
Curaçao,"Pneumococcal conjugate vaccine, final dose",83.33333333333333,234.0,0.3561253561253561
Morocco,Influenza travellers (incl. Hajj pilgrimage),16050.0,49925.0,0.3214822233350025
Curaçao,"Measles-containing vaccine, 2nd dose",67.66666666666667,234.0,0.2891737891737892
Kosovo (in accordance with UN Security Council resolution 1244 (1999)),Influenza older persons,30.565,114.80000000000001,0.2662456445993031
Aruba,"Inactivated polio-containing vaccine, 2nd dose",96.92666666666666,898.8000000000001,0.10784008307372792
Kosovo (in accordance with UN Security Council resolution 1244 (1999)),Influenza health care workers,7.08,114.80000000000001,0.06167247386759581
Aruba,"Pertussis-containing vaccine, 4th dose (1st booster)",89.53,1498.0,0.05976635514018692
Aruba,"Tetanus-containing vaccine, 4th dose (1st booster)",89.53,1498.0,0.05976635514018692
Aruba,"Diphtheria-containing vaccine, 6th dose (3rd booster)",86.848,1498.0,0.057975967957276366
Aruba,"Tetanus-containing vaccine, 6th dose (3rd booster)",86.848,1498.0,0.057975967957276366
Aruba,"Diphtheria-containing vaccine, 5th dose (2nd booster)",82.538,1498.0,0.055098798397863816
Aruba,"Tetanus-containing vaccine, 5th dose (2nd booster)",82.538,1498.0,0.055098798397863816
Aruba,"DTP-containing vaccine, 1st dose",98.28,1797.6000000000001,0.05467289719626168
Aruba,"Inactivated polio-containing vaccine, 1st dose",98.28,1797.6000000000001,0.05467289719626168
Aruba,"Diphtheria-containing vaccine, 4th dose (1st booster)",89.93636363636364,1647.8,0.054579659932251265
Aruba,"Pneumococcal conjugate vaccine, 1st dose",97.98666666666666,1797.6000000000001,0.05450971665924936
Aruba,"Pneumococcal conjugate vaccine, 2nd dose",96.53333333333333,1797.6000000000001,0.05370123127132472
Aruba,"DTP-containing vaccine, 3rd dose",95.345,1797.6000000000001,0.053040164663996435
Aruba,"Hib, 3rd dose",95.345,1797.6000000000001,0.053040164663996435
Aruba,"Polio, 3rd dose",95.345,1797.6000000000001,0.053040164663996435
Aruba,"Measles-containing vaccine, 1st dose",94.60833333333333,1797.6000000000001,0.05263035899718142
Aruba,"Rubella-containing vaccine, 1st dose",94.60833333333333,1797.6000000000001,0.05263035899718142
Cyprus,Meningococcal ACYW conjugate vaccine,88.19,1690.0,0.05218343195266272
Aruba,"HepB, 3rd dose",93.56333333333333,1797.6000000000001,0.052049028334075056
Cyprus,"Meningococcal ACYW conjugate vaccine, last dose",87.73,1690.0,0.051911242603550296
Aruba,"Pneumococcal conjugate vaccine, final dose",91.37166666666667,1797.6000000000001,0.05082981011719329
Aruba,"Measles-containing vaccine, 2nd dose",82.93333333333332,1797.6000000000001,0.04613558819166295
Aruba,"HPV Female, final dose",59.762,1498.0,0.039894526034712954
Mauritius,"Inactivated polio-containing vaccine, 2nd dose",95.0,4464.8,0.0212775488263752
Mauritius,Influenza travellers (incl. Hajj pilgrimage),100.0,5581.0,0.017917935853789643
Montserrat,"Inactivated polio-containing vaccine, 2nd dose",92.79666666666667,5363.400000000001,0.01730183590011311
Anguilla,"HPV Female, final dose",637.8050000000001,39904.8,0.015983164932539443
Montserrat,Protection at birth (PAB) against neonatal tetanus,100.0,6257.3,0.015981333802119125
United States of America,Meningococcal ACYW conjugate vaccine,60.0,4187.0,0.014330069262001434
Portugal,"Meningococcal B vaccine, last dose",96.8,7739.6,0.012507106310403637
Portugal,Meningococcal B vaccine,96.7,7739.6,0.012494185746033386
Egypt,Meningococcal ACYW conjugate vaccine,100.0,8797.6,0.011366736382649813
Guatemala,Influenza child age group 1,444.3266666666666,39688.8,0.011195265834861889
Montserrat,"Tetanus-containing vaccine, 5th dose (2nd booster)",97.99000000000001,8939.0,0.010962076294887572
Montserrat,"Diphtheria-containing vaccine, 5th dose (2nd booster)",97.392,8939.0,0.0108951784315919
Montserrat,"Pertussis-containing vaccine, 4th dose (1st booster)",94.1625,8939.0,0.010533896408994294
Montserrat,"Tetanus-containing vaccine, 4th dose (1st booster)",94.1625,8939.0,0.010533896408994294
Montserrat,"Tetanus-containing vaccine, 6th dose (3rd booster)",91.5825,8939.0,0.010245273520528023
Montserrat,"Diphtheria-containing vaccine, 6th dose (3rd booster)",91.078,8939.0,0.010188835440205839
Democratic People's Republic of Korea,Influenza child age group 1,96.4,9562.8,0.010080729493453802
Democratic People's Republic of Korea,Influenza child age group 2,96.4,9562.8,0.010080729493453802
Democratic People's Republic of Korea,Influenza older persons,96.4,9562.8,0.010080729493453802
Montserrat,"Rubella-containing vaccine, 1st dose",108.12166666666666,10726.800000000001,0.010079582603075161
Montserrat,"Diphtheria-containing vaccine, 4th dose (1st booster)",89.148,8939.0,0.00997292762053921
Montserrat,"Pneumococcal conjugate vaccine, 1st dose",105.834,10726.800000000001,0.009866316142745272
Montserrat,"Pneumococcal conjugate vaccine, 2nd dose",104.702,10726.800000000001,0.009760786068538613
Montserrat,"Pneumococcal conjugate vaccine, final dose",104.69,10726.800000000001,0.009759667375172464
Lithuania,"Meningococcal B vaccine, last dose",84.48000000000002,8678.0,0.009734961972804795
Cyprus,"Fractional inactivated polio-containing vaccine, 1st dose",98.43,10140.0,0.009707100591715976
Mauritius,"Pertussis-containing vaccine, pregnant women",64.48,6697.2,0.009627904198769636
Northern Mariana Islands,"Meningococcal ACYW conjugate vaccine, last dose",80.47,8601.0,0.009355888850133704
Northern Mariana Islands,"Meningococcal B vaccine, last dose",80.47,8601.0,0.009355888850133704
Cyprus,"Fractional inactivated polio-containing vaccine, 2nd dose",93.38,10140.0,0.009209072978303747
Northern Mariana Islands,Meningococcal ACYW conjugate vaccine,78.69,8601.0,0.009148936170212766
Cyprus,"HPV Female, final dose",90.80000000000001,10140.0,0.008954635108481263
Montserrat,"Inactivated polio-containing vaccine, 1st dose",93.345,10726.800000000001,0.00870203602192639
Uzbekistan,Influenza other,99.04,11508.6,0.008605738317432181
Cyprus,"Diphtheria-containing vaccine, 4th dose (1st booster)",87.20333333333332,10140.0,0.008599934253780406
Cyprus,"Pertussis-containing vaccine, 4th dose (1st booster)",87.20333333333332,10140.0,0.008599934253780406
Cyprus,"Tetanus-containing vaccine, 4th dose (1st booster)",87.20333333333332,10140.0,0.008599934253780406
Montserrat,"HepB, birth dose total (including those given within and after 24 hours of birth)",91.38166666666666,10726.800000000001,0.00851900535729823
Barbados,"Inactivated polio-containing vaccine, 2nd dose",87.232,11073.0,0.007877901201119841
Cuba,Meningococcal B vaccine,100.0,12876.4,0.007766145817153863
Cuba,"Meningococcal B vaccine, last dose",100.0,12876.4,0.007766145817153863
Andorra,"Meningococcal ACYW conjugate vaccine, last dose",93.0,12066.0,0.007707608155146694
Cyprus,"HPV Male, final dose",78.13666666666667,10140.0,0.007705785667324129
United States of America,Meningococcal B vaccine,31.4,4187.0,0.0074994029137807495
Cyprus,"Diphtheria-containing vaccine, 6th dose (3rd booster)",74.84,10140.0,0.007380670611439843
Cyprus,"Tetanus-containing vaccine, 6th dose (3rd booster)",74.84,10140.0,0.007380670611439843
Dominica,"Meningococcal ACYW conjugate vaccine, last dose",100.0,13575.8,0.0073660484096701485
Montserrat,"HepB, birth dose (given within 24 hours of birth)",91.38166666666666,12514.6,0.007302004591969911
Cyprus,"HepB, birth dose total (including those given within and after 24 hours of birth)",98.43,13520.0,0.007280325443786983
Mauritius,Influenza older persons,48.2075,6697.2,0.007198157438929703
Andorra,"Meningococcal B vaccine, last dose",86.0,12066.0,0.0071274656058345764
Andorra,Meningococcal B vaccine,85.67,12066.0,0.007100116028509863
Cyprus,"Diphtheria-containing vaccine, 5th dose (2nd booster)",71.44666666666666,10140.0,0.007046022353714661
Cyprus,"Tetanus-containing vaccine, 5th dose (2nd booster)",71.44666666666666,10140.0,0.007046022353714661
Montenegro,"Inactivated polio-containing vaccine, 2nd dose",89.22,13398.4,0.006659004060186291
United States of America,"Inactivated polio-containing vaccine, 2nd dose",95.7,14654.5,0.006530417277969225
United States of America,Influenza health care workers,80.6,12561.0,0.006416686569540642
Cyprus,"HPV Vaccination program coverage, last dose, females",72.33333333333333,11830.0,0.00611439842209073
Barbados,"Diphtheria-containing vaccine, 6th dose (3rd booster)",81.16,13287.6,0.0061079502694241245
Barbados,"Tetanus-containing vaccine, 6th dose (3rd booster)",81.11833333333334,13287.6,0.006104814513782274
Kuwait,Meningococcal ACYW conjugate vaccine,99.0,16261.0,0.006088186458397393
Montserrat,"DTP-containing vaccine, 1st dose",97.82000000000001,16090.2,0.006079476948701695
Mauritius,"HPV Male, final dose",80.0,13394.4,0.005972645284596548
Canada,Meningococcal ACYW conjugate vaccine,89.0,14908.0,0.005969949020660048
Canada,"Meningococcal ACYW conjugate vaccine, last dose",89.0,14908.0,0.005969949020660048
Barbados,"Diphtheria-containing vaccine, 4th dose (1st booster)",76.72500000000001,13287.6,0.005774180438905446
Barbados,"Pertussis-containing vaccine, 4th dose (1st booster)",76.72500000000001,13287.6,0.005774180438905446
Barbados,"Tetanus-containing vaccine, 4th dose (1st booster)",76.72500000000001,13287.6,0.005774180438905446
United States of America,Influenza residents living in long term care facilities,72.4,12561.0,0.005763872303160577
Cyprus,"HPV Vaccination program coverage, first dose, females",68.14285714285714,11830.0,0.005760173892042024
Mauritius,"Diphtheria-containing vaccine, 4th dose (1st booster)",75.355,13394.4,0.005625858567759661
Mauritius,"Pertussis-containing vaccine, 4th dose (1st booster)",74.93833333333333,13394.4,0.00559475104023572
Mauritius,"Tetanus-containing vaccine, 4th dose (1st booster)",74.93833333333333,13394.4,0.00559475104023572
Libya,Meningococcal ACYW conjugate vaccine,97.0,17386.4,0.005579073298670224
United States of America,Influenza older persons,69.8,12561.0,0.005556882413820555
Lebanon,Influenza chronic adult,100.0,18310.2,0.005461436794791974
Lebanon,Influenza health care workers,100.0,18310.2,0.005461436794791974
Lebanon,Influenza older persons,100.0,18310.2,0.005461436794791974
Libya,"Meningococcal ACYW conjugate vaccine, last dose",92.34,17386.4,0.005311047715455758
Timor-Leste,"Diphtheria-containing vaccine, 4th dose (1st booster)",100.82818181818182,19047.6,0.005293484838939385
"occupied Palestinian territory, including east Jerusalem","Inactivated polio-containing vaccine, 2nd dose",93.45875,17701.2,0.005279797414864528
Timor-Leste,"Pertussis-containing vaccine, 4th dose (1st booster)",99.91799999999999,19047.6,0.005245700245700246
Cyprus,"HPV Vaccination coverage by age 15, last dose, females",62.0,11830.0,0.005240912933220625
Cyprus,"HPV Vaccination coverage by age 15, first dose, females",61.833333333333336,11830.0,0.005226824457593688
United States of America,Influenza pregnant women,65.5,12561.0,0.0052145529814505215
Cyprus,"HPV Vaccination program coverage, last dose, males",61.666666666666664,11830.0,0.005212735981966751
Bermuda,Typhoid conjugate vaccine,93.79,18248.399999999998,0.0051396286797746665
"occupied Palestinian territory, including east Jerusalem",Meningococcal A conjugate vaccine,100.0,19668.0,0.00508440105755542
United States of America,Influenza child age group 1,63.8,12561.0,0.005079213438420507
Cyprus,"HPV Vaccination program coverage, first dose, males",59.333333333333336,11830.0,0.005015497323189631
Cayman Islands,"Inactivated polio-containing vaccine, 2nd dose",98.07857142857144,19588.1,0.005007048740233685
Mauritius,"Diphtheria-containing vaccine, 6th dose (3rd booster)",66.73,13394.4,0.004981932748014096
Mauritius,"Tetanus-containing vaccine, 6th dose (3rd booster)",66.73,13394.4,0.004981932748014096
Mauritius,"HPV Vaccination coverage by age 15, first dose, females",77.33333333333333,15626.800000000001,0.004948763235808567
Timor-Leste,"Tetanus-containing vaccine, 4th dose (1st booster)",94.09818181818183,19047.6,0.004940159485614032
Mexico,Influenza other,163.392,33796.2,0.004834626378113516
Mauritius,"HPV Female, final dose",64.08,13394.4,0.0047840888729618345
Netherlands (Kingdom of the),Meningococcal ACYW conjugate vaccine,89.41,19014.0,0.004702324602924161
Hungary,"Diphtheria-containing vaccine, 6th dose (3rd booster)",99.715,21296.4,0.004682246764711406
Hungary,"Tetanus-containing vaccine, 6th dose (3rd booster)",99.64666666666668,21296.4,0.0046790380846841095
Hungary,"Diphtheria-containing vaccine, 4th dose (1st booster)",99.55333333333333,21296.4,0.004674655497329752
Hungary,"Pertussis-containing vaccine, 4th dose (1st booster)",99.53999999999999,21296.4,0.004674029413421986
Hungary,"Tetanus-containing vaccine, 4th dose (1st booster)",99.53999999999999,21296.4,0.004674029413421986
Hungary,"Diphtheria-containing vaccine, 5th dose (2nd booster)",99.50222222222222,21296.4,0.004672255509016651
Hungary,"Tetanus-containing vaccine, 5th dose (2nd booster)",99.46,21296.4,0.004670272909975394
Mauritius,"HPV Vaccination program coverage, first dose, females",71.375,15626.800000000001,0.004567473827015127
Bermuda,"Inactivated polio-containing vaccine, 2nd dose",96.00571428571429,21289.8,0.004509469994350078
Barbados,"Diphtheria-containing vaccine, 5th dose (2nd booster)",59.05166666666666,13287.6,0.004444118325857691
Barbados,"Tetanus-containing vaccine, 5th dose (2nd booster)",59.05166666666666,13287.6,0.004444118325857691
Mauritius,"HPV Vaccination coverage by age 15, last dose, females",68.66666666666667,15626.800000000001,0.004394160459381746
Cyprus,"Pneumococcal conjugate vaccine, 2nd dose",88.69692307692307,20280.0,0.004373615536337429
San Marino,"Meningococcal ACYW conjugate vaccine, last dose",55.17,12909.6,0.00427356385945343
Cyprus,"HPV Vaccination coverage by age 15, first dose, males",50.0,11830.0,0.00422654268808115
Cyprus,"HPV Vaccination coverage by age 15, last dose, males",50.0,11830.0,0.00422654268808115
"occupied Palestinian territory, including east Jerusalem","Diphtheria-containing vaccine, 5th dose (2nd booster)",99.745,23601.6,0.004226196529048878
"occupied Palestinian territory, including east Jerusalem","Tetanus-containing vaccine, 5th dose (2nd booster)",99.745,23601.6,0.004226196529048878
"occupied Palestinian territory, including east Jerusalem","Diphtheria-containing vaccine, 6th dose (3rd booster)",99.64,23601.6,0.004221747678123517
"occupied Palestinian territory, including east Jerusalem","Tetanus-containing vaccine, 6th dose (3rd booster)",99.64,23601.6,0.004221747678123517
Uzbekistan,Influenza travellers (incl. Hajj pilgrimage),80.0,19181.0,0.004170794014910589
United States of America,Influenza all persons above >6 months (universal recommendation),51.8,12561.0,0.004123875487620412
Anguilla,Influenza older persons,82.26,19952.4,0.0041228122932579535
Montenegro,"Diphtheria-containing vaccine, 5th dose (2nd booster)",68.858,16748.0,0.004111416288512061
Montenegro,"Tetanus-containing vaccine, 5th dose (2nd booster)",68.858,16748.0,0.004111416288512061
Mauritius,"Fractional inactivated polio-containing vaccine, 1st dose",55.0,13394.4,0.004106193633160127
Montenegro,"Diphtheria-containing vaccine, 6th dose (3rd booster)",68.36333333333333,16748.0,0.004081880423533158
Montenegro,"Tetanus-containing vaccine, 6th dose (3rd booster)",68.36333333333333,16748.0,0.004081880423533158
"occupied Palestinian territory, including east Jerusalem","Fractional inactivated polio-containing vaccine, 2nd dose",96.29142857142858,23601.6,0.004079868677184114
"occupied Palestinian territory, including east Jerusalem","Fractional inactivated polio-containing vaccine, 1st dose",96.23857142857143,23601.6,0.004077629119575429
"occupied Palestinian territory, including east Jerusalem","Diphtheria-containing vaccine, 4th dose (1st booster)",95.49333333333333,23601.6,0.004046053374912435
"occupied Palestinian territory, including east Jerusalem","Pertussis-containing vaccine, 4th dose (1st booster)",95.49333333333333,23601.6,0.004046053374912435
"occupied Palestinian territory, including east Jerusalem","Tetanus-containing vaccine, 4th dose (1st booster)",95.49333333333333,23601.6,0.004046053374912435
Anguilla,"Inactivated polio-containing vaccine, 2nd dose",94.08428571428571,23277.8,0.004041803165002093
Timor-Leste,"Diphtheria-containing vaccine, 5th dose (2nd booster)",76.86181818181818,19047.6,0.0040352494897949445
Germany,Influenza health care workers,51.68,13074.6,0.003952702185917733
Portugal,Influenza residents living in long term care facilities,91.75,23218.8,0.003951539269901976
Cyprus,"Inactivated polio-containing vaccine, 1st dose",96.6652380952381,24505.0,0.003944714878401881
United States of America,"Pertussis-containing vaccine, pregnant women",48.75,12561.0,0.003881060425125388
Turkmenistan,Influenza chronic children and adults,100.0,25861.0,0.003866826495495147
Turkmenistan,Influenza travellers (incl. Hajj pilgrimage),100.0,25861.0,0.003866826495495147
Democratic People's Republic of Korea,"HepB, birth dose total (including those given within and after 24 hours of birth)",98.15,25500.8,0.003848898858075041
Barbados,"HPV Vaccination coverage by age 15, first dose, males",59.5,15502.2,0.003838164905626298
Hungary,"HPV Female, final dose",80.49000000000001,21296.4,0.0037795120302022878
Portugal,Influenza chronic children and adults,73.0,19349.0,0.0037728047961134944
France,Meningococcal ACYW conjugate vaccine,91.40000000000002,24271.4,0.00376574898852147
Barbados,"HPV Vaccination coverage by age 15, first dose, females",58.333333333333336,15502.2,0.003762906770221861
Portugal,"Pertussis-containing vaccine, pregnant women",86.66666666666667,23218.8,0.003732607484739378
Mauritius,"Diphtheria-containing vaccine, 5th dose (2nd booster)",49.65,13394.4,0.0037067729797527326
Mauritius,"Tetanus-containing vaccine, 5th dose (2nd booster)",49.65,13394.4,0.0037067729797527326
Slovakia,Influenza residents living in long term care facilities,70.878,19338.0,0.0036652187403040646
San Marino,"Meningococcal B vaccine, last dose",46.980000000000004,12909.6,0.003639152258784161
"occupied Palestinian territory, including east Jerusalem","HepB, birth dose total (including those given within and after 24 hours of birth)",100.0,27535.2,0.003631715041111014
Mauritius,"HPV Vaccination program coverage, last dose, females",56.714285714285715,15626.800000000001,0.0036292961907931063
Mexico,Influenza chronic children and adults,102.164,28163.5,0.0036275320894065015
Netherlands (Kingdom of the),"Meningococcal ACYW conjugate vaccine, last dose",68.56,19014.0,0.0036057641737666985
"occupied Palestinian territory, including east Jerusalem","Pneumococcal conjugate vaccine, 2nd dose",98.3275,27535.2,0.0035709746070484326
Germany,"Tetanus-containing vaccine, 4th dose (1st booster)",93.14249999999998,26149.2,0.003561963654719838
Germany,"Diphtheria-containing vaccine, 4th dose (1st booster)",92.9425,26149.2,0.0035543152371774276
Germany,"Pertussis-containing vaccine, 4th dose (1st booster)",92.63,26149.2,0.0035423645847674112
Barbados,"HPV Vaccination program coverage, first dose, females",54.1,15502.2,0.00348982725032576
Uzbekistan,Influenza chronic pediatric,80.0,23017.2,0.003475661679092157
Barbados,"Pneumococcal conjugate vaccine, 2nd dose",92.0355,26575.2,0.003463210060507541
Cyprus,"Pneumococcal conjugate vaccine, 1st dose",93.12076923076923,27040.0,0.003443815430131998
Barbados,"HPV Vaccination program coverage, first dose, males",52.333333333333336,15502.2,0.003375864930999041
San Marino,Meningococcal B vaccine,43.1,12909.6,0.003338600731238768
United States of America,"Diphtheria-containing vaccine, 4th dose (1st booster)",81.52,25122.0,0.0032449645728843245
United States of America,"Pertussis-containing vaccine, 4th dose (1st booster)",81.52,25122.0,0.0032449645728843245
United States of America,"Tetanus-containing vaccine, 4th dose (1st booster)",81.52,25122.0,0.0032449645728843245
Mexico,Influenza chronic pediatric,109.3,33796.2,0.0032340914067262
Turkmenistan,Influenza child age group 1,100.0,31033.2,0.0032223554129126226
Turkmenistan,Influenza health care workers,100.0,31033.2,0.0032223554129126226
Turkmenistan,Influenza older persons,100.0,31033.2,0.0032223554129126226
Turkmenistan,Influenza pregnant women,100.0,31033.2,0.0032223554129126226
Turkmenistan,Influenza residents living in long term care facilities,100.0,31033.2,0.0032223554129126226
Timor-Leste,"HepB, birth dose total (including those given within and after 24 hours of birth)",81.45357142857144,25396.8,0.0032072375822375827
Germany,Influenza older persons,41.925,13074.6,0.0032065990546555913
Mauritius,"Pneumococcal conjugate vaccine, 2nd dose",85.84124999999999,26788.8,0.0032043708564773333
Republic of Korea,"Japanese encephalitis vaccine, 1st dose",96.935,30454.2,0.0031829764039114474
Hungary,"HPV Male, final dose",67.48,21296.4,0.003168610657200278
Uzbekistan,Influenza residents living in long term care facilities,71.96,23017.2,0.003126357680343395
"China, Hong Kong SAR",Influenza residents living in long term care facilities,74.50166666666668,23841.6,0.00312486018835425
Republic of Korea,"Japanese encephalitis vaccine, last dose",94.4675,30454.2,0.0031019530967813964
Nicaragua,Influenza chronic children and adults,101.062,32651.0,0.0030952191357079416
"occupied Palestinian territory, including east Jerusalem","Rotavirus, 1st dose",96.9390909090909,31468.8,0.003080482602104017
"occupied Palestinian territory, including east Jerusalem","Pneumococcal conjugate vaccine, 1st dose",96.62615384615385,31468.8,0.0030705382425181087
Montserrat,"Hib, 3rd dose",104.215,33968.200000000004,0.003068016556661819
Hungary,"HPV Vaccination program coverage, first dose, females",76.2,24845.8,0.00306691674246754
Cayman Islands,"Diphtheria-containing vaccine, 4th dose (1st booster)",85.472,27983.0,0.00305442590144016
Cayman Islands,"Pertussis-containing vaccine, 4th dose (1st booster)",85.472,27983.0,0.00305442590144016
Cayman Islands,"Tetanus-containing vaccine, 4th dose (1st booster)",85.472,27983.0,0.00305442590144016
Hungary,"HPV Vaccination program coverage, last dose, females",75.44444444444444,24845.8,0.003036506952661796
Timor-Leste,"Tetanus-containing vaccine, 5th dose (2nd booster)",57.733636363636364,19047.6,0.0030310189401098497
American Samoa,"Pneumococcal conjugate vaccine, 1st dose",97.0,32016.4,0.003029697280143926
Mexico,Influenza chronic adult,102.08333333333333,33796.2,0.0030205565517227775
Mexico,Influenza child age group 2,101.87833333333333,33796.2,0.003014490781014828
Hungary,"HPV Vaccination coverage by age 15, first dose, females",74.71428571428571,24845.8,0.003007119340664648
Hungary,"HPV Vaccination coverage by age 15, last dose, females",74.42857142857143,24845.8,0.002995619840317938
Montserrat,"HepB, 3rd dose",101.59642857142858,33968.200000000004,0.002990927649137386
